web_scraper_order,web_scraper_start_url,details,prix,adresse,image_lien-src
"1772355925-316","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Cauchois","100 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3414597_uploaded_image1_1635789492.jpg"
"1772355925-317","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Bouvreuil Archangel","40 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3414593_uploaded_image1_1635789344.jpg"
"1772355925-318","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","35 000CFA","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405195_uploaded_image1_1635268881.jpg"
"1772355925-319","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poussins","Prix sur demande","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3404905_uploaded_image1_1635261146.jpg"
"1772355925-320","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulets de chair","2 500CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3394674_uploaded_image1_1634723623.jpg"
"1772355925-321","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Lahor","65 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_3382710_uploaded_image1_1634069766.jpg"
"1772355925-322","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","Prix sur demande","location_onThies, Sénégal","https://images.coinafrique.com/thumb_3382693_uploaded_image1_1634069396.jpg"
"1772355925-323","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons Laince","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3380877_uploaded_image1_1633980647.jpg"
"1772355925-324","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules pondeuses","2 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3379737_uploaded_image1_1633947290.jpg"
"1772355925-325","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons bouvreuils","22 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3378491_uploaded_image1_1633862943.jpg"
"1772355925-326","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poussins brahman herminé - cochin blanc","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3374652_uploaded_image1_1633650923.jpg"
"1772355925-327","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon voyageur","10 000CFA","location_onOuest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3373811_uploaded_image1_1633618398.jpg"
"1772355925-328","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon voyageur","10 000CFA","location_onOuest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3373808_uploaded_image1_1633618269.jpg"
"1772355925-329","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons","50 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3371154_uploaded_image1_1633515720.jpg"
"1772355925-330","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule Barahmane","100 000CFA","location_onM'bour, Sénégal","https://images.coinafrique.com/thumb_3370800_uploaded_image2_1633504872.jpeg"
"1772355925-331","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Couple poulet Brahmâ","50 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3369356_uploaded_image1_1633438053.jpg"
"1772355925-332","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Romain","85 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3362871_uploaded_image1_1633116442.jpg"
"1772355925-333","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule Brahman Herminé","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3357881_uploaded_image3_1632920077.jpeg"
"1772355925-334","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule Brahma hermnée","100 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3357145_uploaded_image1_1632869295.jpg"
"1772355925-335","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Mondain","110 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3353083_uploaded_image1_1632604432.jpg"
"1772355925-336","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons","50 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3353071_uploaded_image1_1632603938.jpg"
"1772355925-337","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons","40 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3353065_uploaded_image1_1632603690.jpg"
"1772355925-338","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon bajoura","50 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3353059_uploaded_image1_1632603388.jpg"
"1772355925-339","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules","35 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349405_uploaded_image2_1632391949.jpeg"
"1772355925-340","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules brahmanes","35 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349401_uploaded_image1_1632391902.jpg"
"1772355925-341","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules Brahmanes","35 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349397_uploaded_image2_1632391557.jpeg"
"1772355925-342","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules brahmanes","35 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349394_uploaded_image1_1632391504.jpg"
"1772355925-343","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3348160_uploaded_image1_1632324869.jpg"
"1772355925-344","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet de chair","2 300CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3337450_uploaded_image1_1631785546.jpg"
"1772355925-345","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","Prix sur demande","location_onKaolack, Sénégal","https://images.coinafrique.com/thumb_3334209_uploaded_image1_1631622270.jpg"
"1772355925-346","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulets pondeuses","2 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3333107_uploaded_image1_1631563838.jpg"
"1772355925-347","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poussins Cochin","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3325681_uploaded_image1_1631188256.jpg"
"1772355925-348","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapin nain","30 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3322610_uploaded_image1_1631059644.jpg"
"1772355925-349","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Trio poussin coucou","30 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3316809_uploaded_image1_1630785179.jpg"
"1772355925-350","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poussin Brahmâ","20 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3316806_uploaded_image1_1630785002.jpg"
"1772355925-351","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poussin Brahma","20 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3316797_uploaded_image1_1630784777.jpg"
"1772355925-352","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapereaux","17 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_3315445_uploaded_image1_1630722382.jpg"
"1772355925-353","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule Brahman","22 000CFA","location_onLouga, Sénégal","https://images.coinafrique.com/thumb_3307095_uploaded_image1_1630430739.jpg"
"1772355925-354","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon mondain / bullan","25 000CFA","location_onLouga, Sénégal","https://images.coinafrique.com/thumb_3306481_uploaded_image1_1630411232.jpg"
"1772355925-355","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Bullan","95 000CFA","location_onLouga, Sénégal","https://images.coinafrique.com/thumb_3306474_uploaded_image1_1630410943.jpg"
"1772355925-356","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon  Bullan","100 000CFA","location_onLouga, Sénégal","https://images.coinafrique.com/thumb_3306464_uploaded_image1_1630410757.jpg"
"1772355925-357","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons Lahore","Prix sur demande","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3305350_uploaded_image1_1630343789.jpg"
"1772355925-358","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons","50 000CFA","location_onKaolack, Sénégal","https://images.coinafrique.com/thumb_3302613_uploaded_image1_1630169095.jpg"
"1772355925-359","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet Bleu Hollande","4 500CFA","location_onDiourbel, Sénégal","https://images.coinafrique.com/thumb_3290876_uploaded_image1_1629501810.jpg"
"1772355925-360","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapereaux","17 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_3286388_uploaded_image1_1629289139.jpg"
"1772355925-361","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules","3 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3283632_uploaded_image1_1629152543.jpg"
"1772355925-362","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule cochin blanc","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3281225_uploaded_image2_1629034850.jpeg"
"1772355925-363","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet cochin blanc","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3281223_uploaded_image1_1629034748.jpg"
"1772355925-364","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule Bleu Hollande","10 000CFA","location_onKaolack, Sénégal","https://images.coinafrique.com/thumb_3278019_uploaded_image1_1628853028.jpg"
"1772355925-365","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Brahma herminé","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3259880_uploaded_image1_1628000666.jpg"
"1772355925-366","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poussins Brahman Herminé","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3248983_uploaded_image1_1627479441.jpg"
"1772355925-367","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon voyageur Meulman","10 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3248657_uploaded_image1_1627469932.jpg"
"1772355925-368","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules","2 500CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3229235_uploaded_image1_1626304950.jpg"
"1772355925-369","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulets de chair","2 500CFA","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3214815_uploaded_image1_1625661793.jpg"
"1772355925-370","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Perruche","20 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3214014_uploaded_image1_1625618936.jpg"
"1772355925-371","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapin fauve de bourgogne","25 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3202447_uploaded_image2_1625166857.jpeg"
"1772355925-372","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapin","15 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3197088_uploaded_image1_1624966307.jpg"
"1772355925-373","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Coq Baramann","Prix sur demande","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3189768_uploaded_image1_1624544691.jpg"
"1772355925-374","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapin","35 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3187687_uploaded_image1_1624451192.jpg"
"1772355925-375","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Monday","100 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3177475_uploaded_image1_1623938929.jpg"
"1772355925-376","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pignon Monday","175 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3177465_uploaded_image1_1623938681.jpg"
"1772355925-377","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet","Prix sur demande","location_onGrand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3177358_uploaded_image1_1623935467.jpg"
"1772355925-378","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet de chair","3 000CFA","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3175790_uploaded_image1_1623855618.jpg"
"1772355925-379","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules cou-nues","Prix sur demande","location_onTouba, Sénégal","https://images.coinafrique.com/thumb_3169649_uploaded_image1_1623581238.jpg"
"1772355925-380","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulets bleue d'hollande","Prix sur demande","location_onTouba, Sénégal","https://images.coinafrique.com/thumb_3169646_uploaded_image1_1623581136.jpg"
"1772355925-381","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","Prix sur demande","location_onJoal Fadiouth, Sénégal","https://images.coinafrique.com/thumb_3167648_uploaded_image1_1623456119.jpg"
"1772355925-382","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet de chair","2 500CFA","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3165580_uploaded_image1_1623362561.jpg"
"1772355925-383","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pintade","10 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3165007_uploaded_image1_1623340371.jpg"
"1772355925-384","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule Baraman","Prix sur demande","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3164881_uploaded_image1_1623336573.jpg"
"1772355925-385","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapereaux","15 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_3155590_uploaded_image1_1622927017.jpg"
"1772355925-386","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapereaux","15 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_3155585_uploaded_image1_1622926869.jpg"
"1772355925-387","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet local","3 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3154953_uploaded_image2_1622902343.jpeg"
